text,intent
"Hey Atlas, explain closures in javascript with a practical example in detail",javascript
Show me how to give me a roadmap to learn machine learning with code snippet,study_help
Could you please explain explain browser cookies vs localstorage vs sessionstorage with best practices,web_development
Show me how to remind me of my name please,user_name_query
Quick question: i gotta go step by step,goodbye
"Hey Atlas, can you perform surgery in clean code",unsupported_tasks
Teach me about hey yo in detail,greeting
"Hey Atlas, what name do you have saved for me with best practices",user_name_query
Do you know explain microservices architecture vs monolithic architecture in detail,system_design
What is machine learning and what are its core paradigms,machine_learning
how to remove collinear features using Variance Inflation Factor (VIF)?,data_science
"Please tell me awesome, thanks please",thanks
I am Hamza,user_name_declare
"I was wondering, i feel unmotivated to code right now",motivation
Give me an example of can i adjust system prompt or temperature for beginners,app_features
How do I encourage me to keep learning technology for beginners,motivation
Please tell me list your abilities with an example,capabilities
Show me how to help me out with a quick problem in detail,help
how to switch between conversations in sidebar!,chat_management
"Hey Atlas, explain callback functions in javascript right now",javascript
What is the best way to do you know my name?,user_name_query
Quick question: what is oauth 2.0 authorization framework and flow in clean code,cybersecurity
Explain Redis caching and in-memory key-value store,database_sql
"Atlas, explain functional programming concepts: pure functions, immutability, currying in clean code",programming
Kindly explain explain your scope of assistance for beginners,capabilities
Help me understand where can i report a bug right now,contact
Can you help me with write a python program using for loop and print prime numbers right now,python
Please tell me this does not answer my question for beginners,negative_feedback
Help me understand do you have my name in your database right now,user_name_query
How do I this response is not working?,negative_feedback
"Could you please explain explain react hooks: usestate, useeffect, usememo, usecallback step by step",web_development
Kindly explain how to study for system design interviews in clean code,study_help
what is a/b testing and hypothesis testing,data_science
how to design a distributed unique id generator like twitter snowflake in clean code,system_design
Teach me about explain recursion and base case conditions in functions in detail,programming
